Location Number,Store Format,Region Number,District Number,Location City,Location State Code,Zip Code,Zip Plus Four,National Number,National Description,Location Name,Vice President Region Name,Region Manager Name,Close  Date,Planned Close Date,Open Date,District Manager Name,Format Type,Store Format Description,Dma Name,Latitude,Longitude,Original Facility Number,Location Status,Row Create Timestamp,Row Create User Identifier,Row Modify Timestamp,Row Modify User Identifier,,,
7478,KMB,40760,40745,WAIPAHU,HI,96797,5025,70001,KMART FORMAT,WAIPAHU HI,CLOSED STO/   -     ,2016 CLOSED RM,1/1/1900,12/11/2016,6/28/1993,2016 WAVE3 CLS DM,2,KMART BIG K STORES,Honolulu, HI,21.3997,-158.0057,?,CLOSING,5/15/2014 08:56:37,PNADIGE,10/12/2016 09:25:57,MAPMPS_PROD_BCH,,
33429,APO,74407,73407,HOFFMAN ESTATES,IL,60179,3333,70002,SEARS FORMAT,SHO RE TRANS WITH SEARS,Overhead  /OHD 6,OVERHEAD RGN,1/1/1900,1/1/1900,12/11/2012,OVERHEAD DIST,450,ACCOUNTING UNITS,Chicago, IL,0,0,33429,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
1585,FLS,79233,78183,TALLAHASSEE,FL,32301,3088,70002,SEARS FORMAT,TALLAHASSEE - A,SOUTHEAST /FLS - REG,SOUTHEAST,1/1/1900,1/1/1900,7/26/1979,ORLANDO 183,1,FULL LINE STORES,Tallahassee et al, FL-GA,30.4362,-84.2523,1585,OPEN,5/15/2014 08:56:37,PNADIGE,2/15/2015 09:33:44,MOKSHA_PROD_BCH,,
5560,HDW,79334,78334,TROY,OH,45373,2303,70002,SEARS FORMAT,TROY - HDWR,CLOSED HAR/HARDWARE2,R9934 CLOSED HARD,7/29/2006,7/29/2006,10/26/1996,D334 CLOSED HARDW,1,HARDWARE STORES,Dayton, OH,0,0,5560,CLOSED,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
2807,FLS,79233,78153,ROCK HILL,SC,29730,?,70002,SEARS FORMAT,ROCK HILL - B,SOUTHEAST /FLS - REG,SOUTHEAST,1/1/1900,1/1/1900,4/10/1991,ATLANTA 153,1,FULL LINE STORES,Charlotte, NC,34.9427,-80.9679,2807,OPEN,5/15/2014 08:56:37,PNADIGE,2/15/2015 09:33:44,MOKSHA_PROD_BCH,,
8675,CPD,73262,8551,AUGUSTA,GA,30904,7011,70002,SEARS FORMAT,FAYETTEVILLE - CS MIXER,COMM SALES/CS NATL A,CS NATL ACCTS DIST,1/1/1900,1/1/1900,1/1/2003,ZISH TROCKI,316,COMMERCIAL PRD,Augusta-Aiken, GA-SC,0,0,4897,OPEN,5/15/2014 08:56:37,PNADIGE,9/18/2014 04:03:57,MOKSHA_PROD_BCH,,
36413,HDQ,74407,73407,HOFFMAN ESTATES,IL,60179,3333,70002,SEARS FORMAT,SEARS DC FIELD HR,Overhead  /OHD 6,OVERHEAD RGN,1/1/1900,1/1/1900,12/2/2015,OVERHEAD DIST,700,HDQTRS DEPTS,Chicago, IL,0,0,36413,OPEN,5/15/2014 08:56:37,PNADIGE,12/5/2015 08:30:24,MOKSHA_PROD_BCH,,
36512,HDQ,74407,73407,HOFFMAN EST,IL,60179,?,70002,SEARS FORMAT,CORPORATE FINANCE,Overhead  /OHD 6,OVERHEAD RGN,1/1/1900,1/1/1900,2/13/1996,OVERHEAD DIST,700,HDQTRS DEPTS,Chicago, IL,0,0,?,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
3419,DLR,79528,78101,ASTORIA,OR,97103,4112,70002,SEARS FORMAT,AUTHORIZED HOMETOWN STORE,R9037 WEST/HOMETOWN,R9037 WEST REG,1/1/1900,1/1/1900,12/6/1993,D101 PORTLAND, OR,1,AUTH HOMETOWN STORES,Portland, OR,46.1898,-123.8295,3419,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,
36676,APO,74413,73413,HOFFMAN ESTATES,IL,60179,3333,70002,SEARS FORMAT,DEPTFORD NJ(1464 DBT),RSTTO     /   SEARS,RSTTO SEARS SECUR,1/1/1900,1/1/1900,2/13/2013,DSTDC SST DEPOSIT,450,ACCOUNTING UNITS,Chicago, IL,0,0,?,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
3175,KMB,40525,40962,HOOKSETT,NH,3106,1840,70001,KMART FORMAT,HOOKSETT NH,NORTH EAST/R ANDRESE,R ANDRESEN/NO EAST,1/1/1900,1/1/1900,8/1/1974,P  SUHRIE/MAINE,2,KMART BIG K STORES,Boston et al, MA-NH,43.0493,-71.4345,?,OPEN,5/15/2014 08:56:37,PNADIGE,12/12/2015 09:44:56,MOKSHA_PROD_BCH,,
6805,SAC,79086,78546,TRACY,CA,95376,?,70002,SEARS FORMAT,TRACY-SAC,WEST      /SAC - REG,WEST REGION 9086,1/1/1900,1/1/1900,10/17/1997,SAN FRANCISCO,1,SEARS AUTO CENTERS,Sacramento et al, CA,37.761,-121.4572,6805,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
9413,KMB,40525,40951,WEST ORANGE,NJ,7052,4228,70001,KMART FORMAT,WEST ORANGE NJ,NORTH EAST/R ANDRESE,R ANDRESEN/NO EAST,1/1/1900,1/1/1900,11/11/1999,R  TRKSAK/METRO NJ,2,KMART BIG K STORES,New York, NY,40.8051,-74.2486,?,OPEN,5/15/2014 08:56:37,PNADIGE,2/15/2015 09:33:44,MOKSHA_PROD_BCH,,
35660,HDQ,74403,73403,HOFFMAN EST,IL,60179,?,70002,SEARS FORMAT,SEARS REINSURANCE OFFSET,RSATO     /   SEGMEN,RSATO SEGMENTED A,1/1/1900,1/1/1900,5/10/2002,DSATO SEGMENTED A,700,HDQTRS DEPTS,Chicago, IL,0,0,?,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
9861,KMC,40550,40676,NE SANTIAGO,MI,48084,?,70001,KMART FORMAT,NE SANTIAGO MI,CORP_STORE/   -     ,RM TEMP CORP,1/1/1900,1/1/1900,12/1/2049,DM TEMP CORP,2,KMART SUPER K STORES,Detroit, MI,0,0,?,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
7295,KMB,40699,40708,TITUSVILLE,FL,32780,6961,70001,KMART FORMAT,TITUSVILLE FL,CLOSED STO/   -     ,2009 CLOSED RM,10/18/2009,10/18/2009,10/11/1984,2009 CLOSED DM,2,KMART BIG K STORES,Orlando et al, FL,28.5577,-80.8109,?,CLOSED,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
5924,DLR,79528,78110,MOSES LAKE,WA,98837,1955,70002,SEARS FORMAT,AUTHORIZED HOMETOWN STORE,R9037 WEST/HOMETOWN,R9037 WEST REG,1/1/1900,1/1/1900,6/1/1993,D110 SEATTLE, WA,1,AUTH HOMETOWN STORES,Spokane, WA,47.1301,-119.2768,3559,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,
35595,HDQ,74407,73407,HOFFMAN ESTATES,IL,60179,3333,70002,SEARS FORMAT,HTS INVENTORY,Overhead  /OHD 6,OVERHEAD RGN,1/1/1900,1/1/1900,12/22/2014,OVERHEAD DIST,700,HDQTRS DEPTS,Chicago, IL,0,0,35595,OPEN,5/15/2014 08:56:37,PNADIGE,12/24/2014 13:07:28,MOKSHA_PROD_BCH,,
55556,APO,74402,73402,WINTER PARK,FL,32792,6810,70002,SEARS FORMAT,CONTRACTOR ADMIN OFFICE,RHDPR     /   HOME D,RHDPR HOME DEL PR,5/3/2011,5/3/2011,10/12/2008,HOME DELIVERY,450,ACCOUNTING UNITS,Orlando et al, FL,0,0,55556,CLOSED,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
4950,DLR,79288,78200,JACKSONVILLE,AL,36265,3378,70002,SEARS FORMAT,AUTHORIZED HOMETOWN STORE,CLOSED DEA/   DEALER,R9288 CLOSED REGION,8/31/2014,8/31/2014,9/27/2012,HOMETOWN STR ROLLUP,1,AUTH HOMETOWN STORES,Birmingham et al, AL,33.7968,-85.7613,4950,CLOSED,5/15/2014 08:56:37,PNADIGE,3/5/2016 15:58:23,MAPMPS_PROD_BCH,,
20019,APO,79831,74131,SEATTLE,WA,98133,?,70002,SEARS FORMAT,SEATTLE-N-BRANCH,CLOSED PRO/CLOSED PR,CLOSED PROD REPAIR,1/1/1900,1/1/1900,9/26/2011,CLOSED PROD REPAIR,450,ACCOUNTING UNITS,Seattle-Tacoma, WA,0,0,?,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
2971,DLR,79577,78381,ANDERSON,IN,46012,1339,70002,SEARS FORMAT,AUTHORIZED HOMETOWN STORE,CENTRAL RE/HOMETOWN,R9039 CENTRAL REG,1/1/1900,1/1/1900,4/23/2013,D381 TOLEDO,1,AUTH HOMETOWN STORES,Indianapolis, IN,40.1129,-85.6547,2971,OPEN,5/15/2014 08:56:37,PNADIGE,10/1/2016 08:39:31,MAPMPS_PROD_BCH,,
28013,APO,79820,73626,MELVILLE,NY,11747,3104,70002,SEARS FORMAT,NYC DIST CAP AREA 115%,NORTH DIVI/PR REPAIR,R820 NORTH REGION,1/1/1900,1/1/1900,10/28/2005,,450,ACCOUNTING UNITS,New York, NY,0,0,28013,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
3583,DLR,79594,78127,RIPLEY,WV,25271,?,70002,SEARS FORMAT,AUTHORIZED HOMETOWN STORE,NORTHEAST /HOMETOWN,R9042 NORTH REG,1/1/1900,1/1/1900,12/19/1996,D127 COLUMBUS,1,AUTH HOMETOWN STORES,Charleston et al, WV,38.8201,-81.7092,3583,OPEN,5/15/2014 08:56:37,PNADIGE,10/5/2016 13:04:47,MAPMPS_PROD_BCH,,
4481,KMB,40511,40569,PLYMOUTH,MI,48170,4448,70001,KMART FORMAT,PLYMOUTH MI,NORTH WEST/M MCNERNE,M MCNERNEY/NORT WEST,1/1/1900,1/1/1900,11/4/1971,J  MCCREERY/DETROIT,2,KMART BIG K STORES,Detroit, MI,42.358,-83.4433,?,OPEN,5/15/2014 08:56:37,PNADIGE,2/27/2016 22:31:05,MAPMPS_PROD_BCH,,
15615,MSC,79087,78202,HOFFMAN ESTATES,IL,60179,3333,70002,SEARS FORMAT,STOCKTON(CA)HAS - ALT UNIT,HTS SEARS /INSIDE DI,HTS SEARS INSIDE REG,12/5/2014,12/5/2014,9/14/2011,D202 OSH NORTH,999,MISCELLANOUS,Chicago, IL,0,0,?,CLOSED,5/15/2014 08:56:37,PNADIGE,1/5/2015 02:56:28,MOKSHA_PROD_BCH,,
8574,DST,9033,8560,ONTARIO,CA,91761,?,70003,DISTR FORMAT,ONTARIO TGI PROJECT WHSE,DC STORE ROLLUP-TOP LEVEL,,2/25/2013,2/25/2013,10/10/2001,,353,DISTRIBUTION CENTERS,Los Angeles, CA,0,0,4858,CLOSED,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
7825,DLR,79603,78372,ARCADIA,FL,34266,?,70002,SEARS FORMAT,AUTHORIZED HOMETOWN STORE,SOUTHEAST//HOMETOWN,R9040 EAST,1/1/1900,1/1/1900,4/14/2008,D372 ORLANDO,1,AUTH HOMETOWN STORES,Ft. Myers-Naples, FL,27.2082,-81.8414,7825,OPEN,5/15/2014 08:56:37,PNADIGE,10/5/2016 13:04:47,MAPMPS_PROD_BCH,,
3276,KMB,40731,40735,SAN LEANDRO,CA,94578,4164,70001,KMART FORMAT,SAN LEANDRO CA,CLOSED STO/   -     ,2014 CLOSED RM,12/7/2014,12/7/2014,11/3/1977,2014 WAVE5 CLS DM,2,KMART BIG K STORES,San Francisco et al, CA,37.7003,-122.1415,?,CLOSED,5/15/2014 08:56:37,PNADIGE,1/5/2015 02:56:28,MOKSHA_PROD_BCH,,
2090,FLS,79297,78297,FRANKFORT,KY,40601,?,70002,SEARS FORMAT,FRANKFORT-B,CLOSED REG/   CLOSED,R9025 CLOSED REGI,3/27/2011,3/27/2011,10/13/1966,D297 CLOSED FLS D,1,FULL LINE STORES,Lexington, KY,38.2032,-84.8285,2090,CLOSED,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
28024,APO,78850,58850,EDEN PRAIRIE,MN,55344,?,70002,SEARS FORMAT,UPPER MIDWEST CAP AREA 90,NORTH REGI/R850 NORT,D850 CENTRAL,2/3/2011,2/3/2011,10/28/2005,GRANGER CHRIS,450,ACCOUNTING UNITS,Minneapolis-St. Paul, MN,0,0,28024,CLOSED,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
9741,DLR,79280,78280,YAUCO,PR,698,?,70002,SEARS FORMAT,AUTHORIZED HOMETOWN STORE,CLOSED HAS/CLOSED HA,CLOSED HAS STR REG,7/17/2013,7/17/2013,11/16/2011,CLOSED HAS STR DIST,1,AUTH HOMETOWN STORES,NON-US,0,0,9741,CLOSED,5/15/2014 08:56:37,PNADIGE,3/2/2016 10:49:43,MAPMPS_PROD_BCH,,,
3154,KMB,40760,40743,HAMPTON,VA,23669,2513,70001,KMART FORMAT,HAMPTON VA,CLOSED STO/   -     ,2016 CLOSED RM,8/7/2016,8/7/2016,3/19/1975,2016 CLOSED DM,2,KMART BIG K STORES,Norfolk et al, VA,37.0451,-76.3612,?,CLOSED,5/15/2014 08:56:37,PNADIGE,8/28/2016 07:34:25,MAPMPS_PROD_BCH,,
2115,FLS,79297,78297,WAYCROSS,GA,31501,901,70002,SEARS FORMAT,WAYCROSS - B,CLOSED REG/   CLOSED,R9025 CLOSED REGI,5/9/2010,5/9/2010,3/11/2000,D297 CLOSED FLS D,1,FULL LINE STORES,Jacksonville, FL,31.1993,-82.3215,2115,CLOSED,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
54420,APO,78129,58129,HOFFMAN EST,IL,60179,?,70002,SEARS FORMAT,DS - RESERVED,R9040 SOUT/R9040 SOU,D129 CHARLESTON,1/1/1900,1/1/1900,2/5/1998,BOB WILLEY,450,ACCOUNTING UNITS,Chicago, IL,0,0,308578,OPEN,2/15/2015 09:33:46,MOKSHA_PROD_BCH,2/13/2016 09:20:38,MAPMPS_PROD_BCH,,
54584,MSC,74402,73402,HOFFMAN EST,IL,60179,?,70002,SEARS FORMAT,RTL INSTALLATION NATL-NAI,RHDPR     /   HOME D,RHDPR HOME DEL PR,1/1/1900,1/1/1900,10/20/2000,HOME DELIVERY,999,MISCELLANOUS,Chicago, IL,0,0,900729,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
6267,DLR,79603,78384,FAYETTE,AL,35555,2402,70002,SEARS FORMAT,AUTHORIZED HOMETOWN STORE,SOUTHEAST//HOMETOWN,R9040 EAST,1/1/1900,1/1/1900,12/8/2000,D384 BIRMINGHAM,1,AUTH HOMETOWN STORES,Birmingham et al, AL,33.7078,-87.824,3724,OPEN,5/15/2014 08:56:37,PNADIGE,10/5/2016 13:04:47,MAPMPS_PROD_BCH,,
4008,SVC,79846,78023,BARBOURSVILLE,WV,25504,1823,70002,SEARS FORMAT,BARBOURSVILLE - BRANCH,OTC DIVISI/OTC DIVIS,OTC REGION,1/1/1900,1/1/1900,1/1/1987,SOUTH EMBEDDED DIST,660,SERVICE CENTRALS,Charleston et al, WV,0,0,7554,OPEN,5/15/2014 08:56:37,PNADIGE,7/30/2016 11:46:00,MAPMPS_PROD_BCH,,
4698,OUT,74285,73285,LAWRENCEVILLE,GA,30043,?,70002,SEARS FORMAT,LAWRENCEVILLE OUTLET,CLOSED OUT/   CLOSED,RROCL CLOSED OUTL,4/18/2010,4/18/2010,5/29/2004,DROCL CLOSED OUTL,1,OUTLET STORES,Atlanta, GA,33.9965,-84.019,4698,CLOSED,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
6008,SAC,79110,78597,MORRISTOWN,TN,37813,5827,70002,SEARS FORMAT,MORRISTOWN-SAC,CLOSED SAC/SAC - REG,CLOSED UNITS-SAC,1/13/2013,1/13/2013,2/3/1988,D597 CLOSED UNITS,1,SEARS AUTO CENTERS,Knoxville, TN,36.2205,-83.2631,6008,CLOSED,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
32865,LES,74407,73407,HOFFMAN EST,IL,60179,?,70002,SEARS FORMAT,LE STEVENS POINT CORP,Overhead  /OHD 6,OVERHEAD RGN,6/16/2014,6/16/2014,5/13/2003,OVERHEAD DIST,701,LANDS END STORES,Chicago, IL,0,0,90771,CLOSED,5/15/2014 08:56:37,PNADIGE,7/6/2014 16:01:13,MOKSHA_PROD_BCH,,
9760,KMA,40550,40676,CARTHAGE,MO,65804,?,70001,KMART FORMAT,CARTHAGE MO,CORP_STORE/   -     ,RM TEMP CORP,1/1/1900,1/1/1900,12/31/2049,DM TEMP CORP,2,KMART REGULAR STORES,Springfield, MO,0,0,?,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
6772,SAC,79074,78567,MADISON,WI,53704,?,70002,SEARS FORMAT,MADISON/EAST-SAC,SOUTH CENT/SAC - REG,CENTRAL REG 9074,1/1/1900,1/1/1900,1/1/1971,MINNEAPOLIS 567,1,SEARS AUTO CENTERS,Madison, WI,43.1238,-89.3066,6772,OPEN,5/15/2014 08:56:37,PNADIGE,2/13/2016 09:20:38,MAPMPS_PROD_BCH,,
2616,SAC,79073,78512,FALLS CHURCH,VA,22044,2107,70002,SEARS FORMAT,FALLS CHURCH-SAC,SOUTHEAST /SAC - REG,SOUTHEAST 9073,1/1/1900,1/1/1900,12/18/1999,DC 512,1,SEARS AUTO CENTERS,Washington et al, DC-MD,38.8665,-77.1524,2616,OPEN,5/15/2014 08:56:37,PNADIGE,8/17/2014 03:20:08,MOKSHA_PROD_BCH,,
4969,KMC,40691,40683,SOUTHAVEN,MS,38671,1604,70001,KMART FORMAT,SOUTHAVEN MS,CLOSED STO/   -     ,2005 CLOSED RM,9/18/2005,9/18/2005,6/5/1995,2005 CLOSED DM,2,KMART SUPER K STORES,Memphis, TN,0,0,?,CLOSED,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
34396,MSC,74403,73403,CAROLINA,PR,988,?,70002,SEARS FORMAT,196 SGP 01925 CAROLINA,PR,RSATO     /   SEGMEN,RSATO SEGMENTED A,3/24/2016,3/24/2016,5/26/2015,DSATO SEGMENTED A,999,MISCELLANOUS,NON-US,0,0,?,CLOSED,6/6/2015 07:34:53,MOKSHA_PROD_BCH,4/14/2016 12:43:15,MAPMPS_PROD_BCH,,
8793,HDW,79334,78334,LEMONT,IL,60439,4235,70002,SEARS FORMAT,LEMONT - HDWR,CLOSED HAR/HARDWARE2,R9934 CLOSED HARD,11/13/2011,11/13/2011,12/1/1996,D334 CLOSED HARDW,1,HARDWARE STORES,Chicago, IL,41.659,-88.0018,5001,CLOSED,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
4210,MSC,74133,73134,HIGH POINT,NC,27265,8603,70002,SEARS FORMAT,HIGH POINT NC - NAI USE,PARTS DIRE/   PARTS,RPART PARTS DIREC,1/1/1900,1/1/1900,6/28/2005,DCONS CONSUMER PA,999,MISCELLANOUS,Greensboro et al, NC,0,0,7844,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
59680,CPD,73262,8551,HARAHAN,LA,70123,?,70002,SEARS FORMAT,HARAHAN - CPDC,COMM SALES/CS NATL A,CS NATL ACCTS DIST,1/1/1900,1/1/1900,9/20/1991,ZISH TROCKI,316,COMMERCIAL PRD,New Orleans, LA,0,0,59680,OPEN,5/15/2014 08:56:37,PNADIGE,9/18/2014 04:03:57,MOKSHA_PROD_BCH,,
9697,KMA,40550,40676,BRAWLEY,CA,92243,?,70001,KMART FORMAT,BRAWLEY CA,CORP_STORE/   -     ,RM TEMP CORP,1/1/1900,1/1/1900,12/31/2049,DM TEMP CORP,2,KMART REGULAR STORES,Yuma-El Centro, AZ-CA,0,0,?,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
2767,DLR,79029,78219,KIMBERLING CITY,MO,65686,9300,70002,SEARS FORMAT,AUTHORIZED HOMETOWN STORE,SOUTH REGI/HOMETOWN,R9029 SOUTH REGION,1/1/1900,1/1/1900,8/4/2016,D219 BRANSON,1,AUTH HOMETOWN STORES,Springfield, MO,36.6403,-93.4213,2767,OPEN,6/4/2016 09:05:53,MAPMPS_PROD_BCH,10/1/2016 08:39:31,MAPMPS_PROD_BCH,,
1543,FLS,79055,78330,REDLANDS,CA,92373,?,70002,SEARS FORMAT,REDLANDS - D,KSR REGION/   KSR RE,R9055 KSR REGION,1/1/1900,1/1/1900,11/11/2005,KSR DISTRICT D330,1,FULL LINE STORES,Los Angeles, CA,0,0,1543,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
3112,DLR,79577,78381,CONNERSVILLE,IN,47331,2940,70002,SEARS FORMAT,AUTHORIZED HOMETOWN STORE,CENTRAL RE/HOMETOWN,R9039 CENTRAL REG,1/1/1900,1/1/1900,11/13/1995,D381 TOLEDO,1,AUTH HOMETOWN STORES,Indianapolis, IN,39.6642,-85.1294,3112,OPEN,5/15/2014 08:56:37,PNADIGE,10/1/2016 08:39:31,MAPMPS_PROD_BCH,,
4311,KMB,40523,40608,BRANDON,FL,33511,4808,70001,KMART FORMAT,BRANDON FL,SOUTH EAST/D GEORGE ,D GEORGE/SOUTH EAST,1/1/1900,1/1/1900,6/29/1972,B  DILLARD/FT. MYERS,2,KMART BIG K STORES,Tampa et al, FL,27.9392,-82.3089,?,OPEN,5/15/2014 08:56:37,PNADIGE,2/27/2016 22:31:05,MAPMPS_PROD_BCH,,
7030,KMB,40511,40909,KALISPELL,MT,59901,2999,70001,KMART FORMAT,KALISPELL MT,NORTH WEST/M MCNERNE,M MCNERNEY/NORT WEST,1/1/1900,1/1/1900,7/11/1974,Butte MT,2,KMART BIG K STORES,Missoula, MT,48.2154,-114.2785,?,OPEN,5/15/2014 08:56:37,PNADIGE,2/15/2015 09:33:44,MOKSHA_PROD_BCH,,
9142,SVC,79846,78022,MESQUITE,TX,75150,?,70002,SEARS FORMAT,MESQUITE,TX PARTS DIRECT,OTC DIVISI/OTC DIVIS,OTC REGION,1/1/1900,1/1/1900,4/15/2015,PDS NATIONAL DIST,660,SERVICE CENTRALS,Dallas-Ft. Worth, TX,0,0,9142,OPEN,3/28/2015 07:39:33,MOKSHA_PROD_BCH,7/30/2016 11:46:00,MAPMPS_PROD_BCH,
35126,APO,74414,73414,LAWRENCEVILLE,NJ,8648,1902,70002,SEARS FORMAT,LAWRENCEVILLE - A,RSTTO     /   SEARS,RSTTO SEARS SECUR,1/1/1900,1/1/1900,11/15/2003,DSTNY SST NEW YOR,450,ACCOUNTING UNITS,Philadelphia, PA,0,0,?,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
4071,KMB,40698,40707,MARIETTA,GA,30062,3606,70001,KMART FORMAT,MARIETTA GA,CLOSED STO/   -     ,2008 CLOSED RM,1/25/2009,1/25/2009,3/16/1964,2013 - Closed Stores,2,KMART BIG K STORES,Atlanta, GA,33.9509,-84.5188,?,CLOSED,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
8473,CTS,74263,73263,AUGUSTA,GA,30904,7011,70002,SEARS FORMAT,NORTHEAST DISTRICT,NORTH EAST/CS DIVISI,CS NORTH EAST REGION,1/1/1900,1/1/1900,10/31/2000,CS NORTH EAST DIST,1,CONTRACT SALES STORES,Augusta-Aiken, GA-SC,0,0,4288,OPEN,5/15/2014 08:56:37,PNADIGE,8/13/2016 08:08:38,MAPMPS_PROD_BCH,,
4174,DIO,74123,73123,WINTER PARK,FL,32792,6893,70002,SEARS FORMAT,WINTER PARK-P&E,PLUMBING &/ELECTRICA,RP&E PLUMBING & E,5/3/2011,5/3/2011,12/29/1996,DP&E PLUMBING & E,1,INSTALLATION OFFICES,Orlando et al, FL,0,0,4174,CLOSED,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
6803,SAC,79072,78522,WILLOW GROVE,PA,19090,?,70002,SEARS FORMAT,WILLOW GROVE-SAC,NORTH EAST/SAC - REG,NORTH EAST REG 9072,1/1/1900,1/1/1900,7/29/1987,PHILADELPHIA 522,1,SEARS AUTO CENTERS,Philadelphia, PA,40.1392,-75.1231,6803,OPEN,5/15/2014 08:56:37,PNADIGE,2/21/2015 09:51:40,MOKSHA_PROD_BCH,,
38167,HDQ,74407,73407,SEATTLE,WA,98105,4504,70002,SEARS FORMAT,MTO CONNECTED LIVING,Overhead  /OHD 6,OVERHEAD RGN,1/1/1900,1/1/1900,7/13/2015,OVERHEAD DIST,700,HDQTRS DEPTS,Seattle-Tacoma, WA,0,0,38167,OPEN,7/18/2015 07:35:03,MOKSHA_PROD_BCH,11/28/2015 12:52:30,MOKSHA_PROD_BCH,,
3562,DLR,79594,78121,SPARTA,WI,54656,2045,70002,SEARS FORMAT,AUTHORIZED HOMETOWN STORE,NORTHEAST /HOMETOWN,R9042 NORTH REG,1/1/1900,1/1/1900,10/22/1997,D121 MADISON,1,AUTH HOMETOWN STORES,La Crosse-Eau Claire, WI,43.9401,-90.8208,3562,OPEN,5/15/2014 08:56:37,PNADIGE,10/5/2016 13:04:47,MAPMPS_PROD_BCH,,
39229,APO,74407,73407,HOFFMAN ESTATES,IL,60179,3333,70002,SEARS FORMAT,OFFSET-OUTLET RETAIL,Overhead  /OHD 6,OVERHEAD RGN,5/4/2013,5/4/2013,7/18/2012,OVERHEAD DIST,450,ACCOUNTING UNITS,Chicago, IL,0,0,39229,CLOSED,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
2033,FLS,79297,78297,MASSENA,NY,13662,3214,70002,SEARS FORMAT,MASSENA - B,CLOSED REG/   CLOSED,R9025 CLOSED REGI,1/18/2015,1/18/2015,8/2/1990,D297 CLOSED FLS D,1,FULL LINE STORES,Watertown, NY,44.9485,-74.8424,2033,CLOSED,5/15/2014 08:56:37,PNADIGE,2/1/2015 20:45:33,MOKSHA_PROD_BCH,,
20038,APO,74121,73122,CENTERVILLE,OH,45459,2767,70002,SEARS FORMAT,INDIANAPOLIS,HEATING & /   HEATIN,RHVAC HEATING & A,1/1/1900,1/1/1900,9/26/2011,DHVACC CLOSED HVA,450,ACCOUNTING UNITS,Dayton, OH,0,0,?,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
9434,KMA,40550,40676,NANUET,NY,12110,?,70001,KMART FORMAT,NANUET NY,CORP_STORE/   -     ,RM TEMP CORP,1/1/1900,1/1/1900,12/31/2049,DM TEMP CORP,2,KMART REGULAR STORES,Albany et al, NY,0,0,?,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
37919,HDQ,74407,73407,HOFFMAN ESTATES,IL,60179,3333,70002,SEARS FORMAT,L COMMERCE,Overhead  /OHD 6,OVERHEAD RGN,1/1/1900,1/1/1900,3/25/2011,OVERHEAD DIST,700,HDQTRS DEPTS,Chicago, IL,0,0,?,OPEN,5/15/2014 08:56:37,PNADIGE,8/1/2015 07:35:51,MOKSHA_PROD_BCH,,
