Location Number,Store Format,Region Number,District Number,Location City,Location State Code,Zip Code,Zip Plus Four,National Number,National Description,Location Name,Vice President Region Name,Region Manager Name,Close  Date,Planned Close Date,Open Date,District Manager Name,Format Type,Store Format Description,Dma Name,Latitude,Longitude,Original Facility Number,Location Status,Row Create Timestamp,Row Create User Identifier,Row Modify Timestamp,Row Modify User Identifier,,,
36499,HDQ,74407,73407,HOFFMAN EST,IL,60179,?,70002,SEARS FORMAT,SEARS REPAIR SERVICES,Overhead  /OHD 6,OVERHEAD RGN,1/1/1900,1/1/1900,6/26/2003,OVERHEAD DIST,700,HDQTRS DEPTS,Chicago, IL,0,0,?,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
3586,KMB,40759,40742,CALIFORNIA,MD,20619,3152,70001,KMART FORMAT,CALIFORNIA MD,CLOSED STO/   -     ,2015 CLOSED RM,11/15/2015,11/15/2015,11/8/1990,2015 WAVE1 CLS DM,2,KMART BIG K STORES,Washington et al, DC-MD,38.2952,-76.5086,?,CLOSED,5/15/2014 08:56:37,PNADIGE,11/29/2015 08:49:43,MOKSHA_PROD_BCH,,
1675,FLS,79233,78163,KNOXVILLE,TN,37924,5002,70002,SEARS FORMAT,KNOXVILLE EAST TOWN-A,SOUTHEAST /FLS - REG,SOUTHEAST,1/1/1900,1/1/1900,10/3/1984,NASHVILLE 163,1,FULL LINE STORES,Knoxville, TN,36.034,-83.8742,1675,OPEN,5/15/2014 08:56:37,PNADIGE,2/15/2015 09:33:44,MOKSHA_PROD_BCH,,
6420,DLR,79594,78124,ANGOLA,IN,46703,2346,70002,SEARS FORMAT,AUTHORIZED HOMETOWN STORE,NORTHEAST /HOMETOWN,R9042 NORTH REG,1/1/1900,1/1/1900,11/17/1997,D124 FT WAYNE,1,AUTH HOMETOWN STORES,Ft. Wayne, IN,41.6487,-84.9996,3760,OPEN,5/15/2014 08:56:37,PNADIGE,10/5/2016 13:04:47,MAPMPS_PROD_BCH,,
6035,SAC,79073,78584,ASHEVILLE,NC,28805,2218,70002,SEARS FORMAT,ASHEVILLE-SAC,SOUTHEAST /SAC - REG,SOUTHEAST 9073,1/1/1900,1/1/1900,2/23/1972,ATLANTA 584,1,SEARS AUTO CENTERS,Greenville et al, SC-NC,35.5825,-82.5276,6035,OPEN,5/15/2014 08:56:37,PNADIGE,2/13/2016 09:20:38,MAPMPS_PROD_BCH,,
3300,DLR,79029,78216,MOUNT VERNON,IL,62864,6724,70002,SEARS FORMAT,HTS WITHIN USA MATTRESS,SOUTH REGI/HOMETOWN,R9029 SOUTH REGION,1/1/1900,1/1/1900,12/10/2015,D216 ST. LOUIS,1,AUTH HOMETOWN STORES,Paducah et al, KY-MO-IL,38.3126,-88.9577,3300,OPEN,5/15/2014 08:56:37,PNADIGE,10/1/2016 08:39:31,MAPMPS_PROD_BCH,,
1730,FLS,79231,78191,FLORENCE,KY,41042,1494,70002,SEARS FORMAT,FLORENCE-A,NORTHEAST /FLS - REG,NORTHEAST,1/1/1900,1/1/1900,3/10/1976,CINCINNATI 191,1,FULL LINE STORES,Cincinnati, OH,38.9972,-84.6505,1730,OPEN,5/15/2014 08:56:37,PNADIGE,2/25/2015 07:19:11,MOKSHA_PROD_BCH,,
4697,OUT,79070,78950,MILPITAS,CA,95035,8041,70002,SEARS FORMAT,MILPITAS - OUTLET,RETAIL OUT/FIELD ROL,WEST REGION-OUTLET,1/1/1900,1/1/1900,7/17/2004,SAN LEANDRO-OUTLET,1,OUTLET STORES,San Francisco et al, CA,37.4171,-121.8971,4697,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
34234,MSC,74403,73403,CASPER,WY,82609,2385,70002,SEARS FORMAT,034 SGP 04736 CASPER,WY,RSATO     /   SEGMEN,RSATO SEGMENTED A,3/24/2016,3/24/2016,5/26/2015,DSATO SEGMENTED A,999,MISCELLANOUS,Casper-Riverton, WY,0,0,?,CLOSED,6/6/2015 07:34:53,MOKSHA_PROD_BCH,4/13/2016 10:38:45,MAPMPS_PROD_BCH,
4015,OUT,79034,78943,DAYTONA BEACH,FL,32114,5838,70002,SEARS FORMAT,DAYTONA BEACH - OTLT,RETAIL OUT/FIELD ROL,EAST REGION-OUTLET,1/1/1900,1/1/1900,11/21/2013,MIAMI-OUTLET,1,OUTLET STORES,Orlando et al, FL,29.1788,-81.0289,4015,OPEN,5/15/2014 08:56:37,PNADIGE,5/27/2014 17:40:09,MOKSHA_PROD_BCH,,
59694,CPD,73262,8551,ANDERSON,SC,29621,?,70002,SEARS FORMAT,ANDERSON - CPDC,COMM SALES/CS NATL A,CS NATL ACCTS DIST,1/1/1900,1/1/1900,11/1/1991,ZISH TROCKI,316,COMMERCIAL PRD,Greenville et al, SC-NC,0,0,59694,OPEN,5/15/2014 08:56:37,PNADIGE,9/18/2014 04:03:57,MOKSHA_PROD_BCH,,
35009,HDQ,74407,73407,HOFFMAN EST,IL,60179,?,70002,SEARS FORMAT,PROGRESS FINANCIAL,Overhead  /OHD 6,OVERHEAD RGN,1/1/1900,1/1/1900,10/7/2003,OVERHEAD DIST,700,HDQTRS DEPTS,Chicago, IL,0,0,?,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
4300,CTS,74265,73265,AUGUSTA,GA,30904,7011,70002,SEARS FORMAT,MIDWEST DISTRICT,CENTRAL DI/CS DIVISI,CS CENTRAL REGION,1/1/1900,1/1/1900,12/1/1990,CS CENTRAL DIST,1,CONTRACT SALES STORES,Augusta-Aiken, GA-SC,0,0,4300,OPEN,5/15/2014 08:56:37,PNADIGE,8/13/2016 08:08:38,MAPMPS_PROD_BCH,,
6727,SAC,79073,78594,FLORENCE,SC,29501,?,70002,SEARS FORMAT,FLORENCE-SAC,SOUTHEAST /SAC - REG,SOUTHEAST 9073,1/1/1900,1/1/1900,10/17/1979,WINSTON SALEM 594,1,SEARS AUTO CENTERS,Myrtle Beach et al, SC,34.1911,-79.8311,6727,OPEN,5/15/2014 08:56:37,PNADIGE,2/13/2016 09:20:38,MAPMPS_PROD_BCH,,
33094,HDQ,74407,73407,HOFFMAN ESTATES,IL,60192,3333,70002,SEARS FORMAT,SRAC ORCHARD,Overhead  /OHD 6,OVERHEAD RGN,1/1/1900,1/1/1900,1/29/2006,OVERHEAD DIST,700,HDQTRS DEPTS,Chicago, IL,0,0,?,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
24048,APO,79405,73187,NEWINGTON,CT,6111,1709,70002,SEARS FORMAT,HPS MELVILLE SVC DISTRICT-CT,NORTH DIVI/PR REPAIR,T79405 METROPOLIS TE,1/1/1900,1/1/1900,1/1/2012,D7744 MELVILLE,450,ACCOUNTING UNITS,Hartford & New Haven, CT,0,0,24048,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
4809,KMB,40512,40787,LAREDO,TX,78041,5777,70001,KMART FORMAT,LAREDO TX,SOUTH WEST/D MARSELL,D MARSELLA/SO WEST,1/1/1900,1/1/1900,11/14/1996,Laredo TX,2,KMART BIG K STORES,Laredo, TX,27.5456,-99.5015,?,OPEN,5/15/2014 08:56:37,PNADIGE,2/15/2015 09:33:44,MOKSHA_PROD_BCH,,
36844,HDQ,74407,73407,HOFFMAN ESTATES,IL,60179,3333,70002,SEARS FORMAT,WESTAR - ASSETS,Overhead  /OHD 6,OVERHEAD RGN,1/1/1900,1/1/1900,12/19/2006,OVERHEAD DIST,700,HDQTRS DEPTS,Chicago, IL,0,0,?,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
34286,MSC,74403,73403,SALEM,NH,3079,2964,70002,SEARS FORMAT,086 SGP 01003 06183 SALEM,NH,RSATO     /   SEGMEN,RSATO SEGMENTED A,3/24/2016,3/24/2016,5/26/2015,DSATO SEGMENTED A,999,MISCELLANOUS,Boston et al, MA-NH,0,0,?,CLOSED,6/6/2015 07:34:53,MOKSHA_PROD_BCH,4/13/2016 10:38:45,MAPMPS_PROD_BCH,
4604,OUT,79076,78921,PEARL CITY,HI,96782,?,70002,SEARS FORMAT,PEARL CITY - ORDC NON-SELLING,ORDC DIVIS/   FIELD,ORDC EAST REGION,1/1/1900,1/1/1900,2/24/2013,ORDC EAST DISTRIC,1,OUTLET STORES,Honolulu, HI,21.3929,-157.9617,4604,OPEN,5/15/2014 08:56:37,PNADIGE,2/13/2016 09:20:38,MAPMPS_PROD_BCH,,
2350,FLS,79055,78330,ZION,IL,60099,?,70002,SEARS FORMAT,PROJECT CANCELLED,KSR REGION/   KSR RE,R9055 KSR REGION,1/1/1900,1/1/1900,12/31/2049,KSR DISTRICT D330,1,FULL LINE STORES,Chicago, IL,0,0,?,OPEN,5/15/2014 08:56:37,PNADIGE,12/6/2014 08:20:36,MOKSHA_PROD_BCH,,
8275,DST,9033,8560,FAIRLESS HILLS,PA,19030,?,70003,DISTR FORMAT,MORRISVILLE RDC,DC STORE ROLLUP-TOP LEVEL,,1/1/1900,1/1/1900,10/24/1974,,2,DISTRIBUTION CENTERS,Philadelphia, PA,0,0,408,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
9782,KMB,40520,40554,CHAGRIN FALLS,OH,44023,4733,70001,KMART FORMAT,CHAGRIN FALLS OH,CLOSED STO/   -     ,YR 2012 STR CLS RM,5/6/2012,5/6/2012,11/26/1982,YR 2012 STR CLS DM,2,KMART BIG K STORES,Cleveland et al, OH,41.389,-81.3367,?,CLOSED,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
35275,APO,74413,73413,BALTIMORE,MD,21236,4901,70002,SEARS FORMAT,PARKVILLE - A,RSTTO     /   SEARS,RSTTO SEARS SECUR,1/1/1900,1/1/1900,12/16/2003,DSTDC SST DEPOSIT,450,ACCOUNTING UNITS,Baltimore, MD,0,0,?,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
9947,OUT,79076,78921,NEWINGTON,CT,6111,1709,70002,SEARS FORMAT,NEWINGTON - ORDC NON-SELLING,ORDC DIVIS/   FIELD,ORDC EAST REGION,1/1/1900,1/1/1900,2/24/2013,ORDC EAST DISTRIC,1,OUTLET STORES,Hartford & New Haven, CT,41.7091,-72.7439,9947,OPEN,5/15/2014 08:56:37,PNADIGE,2/13/2016 09:20:38,MAPMPS_PROD_BCH,,
4380,KMB,40759,40742,WAUWATOSA,WI,53222,3203,70001,KMART FORMAT,WAUWATOSA WI,CLOSED STO/   -     ,2015 CLOSED RM,6/21/2015,6/21/2015,11/19/1970,2015 WAVE1 CLS DM,2,KMART BIG K STORES,Milwaukee, WI,43.0768,-88.0499,?,CLOSED,5/15/2014 08:56:37,PNADIGE,7/5/2015 07:58:58,MOKSHA_PROD_BCH,,
2525,FLS,79055,78330,CAYEY,PR,736,5544,70002,SEARS FORMAT,CAYEY - D,KSR REGION/   KSR RE,R9055 KSR REGION,1/1/1900,1/1/1900,4/25/2008,KSR DISTRICT D330,1,FULL LINE STORES,NON-US,0,0,2525,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,,
36701,HDQ,74403,73403,HOFFMAN EST,IL,60179,?,70002,SEARS FORMAT,2002 AUTOMOTIVE REORGANIZ,RSATO     /   SEGMEN,RSATO SEGMENTED A,10/27/2010,10/27/2010,1/18/2002,DSATO SEGMENTED A,700,HDQTRS DEPTS,Chicago, IL,0,0,?,CLOSED,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
6606,DLR,79528,78110,BELLINGHAM,WA,98225,1710,70002,SEARS FORMAT,AUTHORIZED HOMETOWN STORE,R9037 WEST/HOMETOWN,R9037 WEST REG,1/1/1900,1/1/1900,11/7/2013,D110 SEATTLE, WA,1,AUTH HOMETOWN STORES,Seattle-Tacoma, WA,48.7781,-122.4848,6606,OPEN,5/15/2014 08:56:37,PNADIGE,5/27/2014 17:40:09,MOKSHA_PROD_BCH,
7040,CPD,73262,8551,AUGUSTA,GA,30904,7011,70002,SEARS FORMAT,COLUMBUS - CS MIXER,COMM SALES/CS NATL A,CS NATL ACCTS DIST,4/1/2011,4/1/2011,1/1/2003,ZISH TROCKI,316,COMMERCIAL PRD,Augusta-Aiken, GA-SC,0,0,4971,CLOSED,5/15/2014 08:56:37,PNADIGE,9/18/2014 04:03:57,MOKSHA_PROD_BCH,,
8518,CPD,73262,8551,AUGUSTA,GA,30904,7011,70002,SEARS FORMAT,NASHVILLE - CS MIXER,COMM SALES/CS NATL A,CS NATL ACCTS DIST,1/1/1900,1/1/1900,1/1/2003,ZISH TROCKI,316,COMMERCIAL PRD,Augusta-Aiken, GA-SC,0,0,4779,OPEN,5/15/2014 08:56:37,PNADIGE,9/18/2014 04:03:57,MOKSHA_PROD_BCH,,
5650,DLR,79280,78280,SAN JOSE,CA,95121,?,70002,SEARS FORMAT,SAN JOSE - OSH HAS,CLOSED HAS/CLOSED HA,CLOSED HAS STR REG,6/30/2012,6/30/2012,10/1/1997,CLOSED HAS STR DIST,1,AUTH HOMETOWN STORES,San Francisco et al, CA,37.3087,-121.8091,5650,CLOSED,3/2/2016 10:49:47,MAPMPS_PROD_BCH,?,?,,
54453,LES,74407,73407,HOFFMAN EST,IL,60179,?,70002,SEARS FORMAT,PURCHASE ACCT EQUITY,Overhead  /OHD 6,OVERHEAD RGN,6/16/2014,6/16/2014,5/13/2003,OVERHEAD DIST,701,LANDS END STORES,Chicago, IL,0,0,500030,CLOSED,5/15/2014 08:56:37,PNADIGE,7/6/2014 16:01:13,MOKSHA_PROD_BCH,,
36805,MSC,74403,73403,HOFFMAN EST,IL,60179,?,70002,SEARS FORMAT,NAI HOMART SIMI VLY A/O,RSATO     /   SEGMEN,RSATO SEGMENTED A,10/27/2010,10/27/2010,12/1/2000,DSATO SEGMENTED A,999,MISCELLANOUS,Chicago, IL,0,0,?,CLOSED,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
6726,DLR,79577,78381,MOUNT VERNON,OH,43050,?,70002,SEARS FORMAT,AUTHORIZED HOMETOWN STORE,CENTRAL RE/HOMETOWN,R9039 CENTRAL REG,1/1/1900,1/1/1900,12/19/2003,D381 TOLEDO,1,AUTH HOMETOWN STORES,Columbus, OH,40.398,-82.4646,3868,OPEN,5/15/2014 08:56:37,PNADIGE,10/1/2016 08:39:31,MAPMPS_PROD_BCH,,
6777,SAC,79072,78540,TOMS RIVER,NJ,8753,?,70002,SEARS FORMAT,TOMS RIVER-SAC,NORTH EAST/SAC - REG,NORTH EAST REG 9072,1/1/1900,1/1/1900,7/19/1976,NEW JERSEY 540,1,SEARS AUTO CENTERS,New York, NY,39.9829,-74.1781,6777,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
5242,FLS,79055,78330,HUNTINGTON,NY,11743,4412,70002,SEARS FORMAT,KMART 9381/CROSS  MERCH,KSR REGION/   KSR RE,R9055 KSR REGION,12/13/2013,12/13/2013,5/4/2007,KSR DISTRICT D330,1,FULL LINE STORES,New York, NY,0,0,5242,CLOSED,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
9682,KMB,40729,40721,WAVELAND,MS,39576,2623,70001,KMART FORMAT,WAVELAND MS,CLOSED STO/   -     ,2013 CLOSED RM,11/10/2013,11/10/2013,11/18/2006,2013 - Closed Stores,2,KMART BIG K STORES,New Orleans, LA,30.3079,-89.3786,?,CLOSED,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
1387,FLS,79236,78176,AMARILLO,TX,79121,999,70002,SEARS FORMAT,AMARILLO - A,SOUTHWEST /FLS - REG,SOUTHWEST,1/1/1900,1/1/1900,10/6/1982,PHOENIX 176,1,FULL LINE STORES,Amarillo, TX,35.1848,-101.9257,1387,OPEN,5/15/2014 08:56:37,PNADIGE,2/15/2015 09:33:44,MOKSHA_PROD_BCH,,
6196,SAC,79110,78597,MACON,GA,31206,?,70002,SEARS FORMAT,MACON-SAC,CLOSED SAC/SAC - REG,CLOSED UNITS-SAC,4/29/2012,4/29/2012,7/31/1975,D597 CLOSED UNITS,1,SEARS AUTO CENTERS,Macon, GA,32.8179,-83.6955,6196,CLOSED,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
5769,ONS,74410,73410,RANCHO MIRAGE,CA,92270,?,70002,SEARS FORMAT,RANCHO MIRAGE-WHS BRANCH,Builder   /   Distri,BUILDER DSTRIB RM,1/28/2012,1/28/2012,7/8/2004,BUILDER DSTRIB DM,1,ONE SOURCE AT SEARS,Palm Springs, CA,0,0,5769,CLOSED,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
24040,APO,79411,73205,ALBUQUERQUE,NM,87107,4107,70002,SEARS FORMAT,HPS TULSA SERVBR NM,WEST DIVIS/PR REPAIR,T79411 TEXAS TERR,1/1/1900,1/1/1900,1/1/2012,D8151 MIDLAND PLAINS,450,ACCOUNTING UNITS,Albuquerque-Santa Fe, NM,0,0,24040,OPEN,5/15/2014 08:56:37,PNADIGE,8/22/2015 13:21:42,MOKSHA_PROD_BCH,,
36965,HDQ,74407,73407,HOFFMAN ESTATES,IL,60179,3333,70002,SEARS FORMAT,APPAREL & HOME FINANCE,Overhead  /OHD 6,OVERHEAD RGN,1/1/1900,1/1/1900,11/16/2011,OVERHEAD DIST,700,HDQTRS DEPTS,Chicago, IL,0,0,?,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
6213,DLR,79603,78395,SWAINSBORO,GA,30401,4861,70002,SEARS FORMAT,AUTHORIZED HOMETOWN STORE,SOUTHEAST//HOMETOWN,R9040 EAST,1/1/1900,1/1/1900,10/10/2000,D395 S. ATLANTA, GA,1,AUTH HOMETOWN STORES,Augusta-Aiken, GA-SC,32.5833,-82.3204,3713,OPEN,5/15/2014 08:56:37,PNADIGE,10/5/2016 13:04:47,MAPMPS_PROD_BCH,
58975,HDQ,74407,73407,HOFFMAN ESTATES,IL,60179,3333,70002,SEARS FORMAT,DIST BUS MGRS FLS MATTRESSES,Overhead  /OHD 6,OVERHEAD RGN,1/1/1900,1/1/1900,11/10/2014,OVERHEAD DIST,700,HDQTRS DEPTS,Chicago, IL,0,0,?,OPEN,11/15/2014 05:51:42,MOKSHA_PROD_BCH,?,?,,
9987,MSC,74407,73407,DALLAS,TX,75206,4166,70002,SEARS FORMAT,SEARS ONE CARD CLEARANCE,Overhead  /OHD 6,OVERHEAD RGN,1/1/1900,1/1/1900,3/30/2000,OVERHEAD DIST,999,MISCELLANOUS,Dallas-Ft. Worth, TX,0,0,9987,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
5254,FLS,79055,78330,WARMINSTER,PA,18974,2048,70002,SEARS FORMAT,WARMINSTER - D,KSR REGION/   KSR RE,R9055 KSR REGION,3/17/2013,3/17/2013,10/26/2007,KSR DISTRICT D330,1,FULL LINE STORES,Philadelphia, PA,0,0,5938,CLOSED,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
1344,FLS,79297,78297,PITTSBURGH,PA,15235,5410,70002,SEARS FORMAT,PITTSBURGH-PENN CENTER -,CLOSED REG/   CLOSED,R9025 CLOSED REGI,1/20/2013,1/20/2013,3/2/1966,D297 CLOSED FLS D,1,FULL LINE STORES,Pittsburgh, PA,40.4285,-79.8092,1344,CLOSED,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
9843,DLR,79288,78200,CORTLAND,NY,13045,1321,70002,SEARS FORMAT,AUTHORIZED HOMETOWN STORE,CLOSED DEA/   DEALER,R9288 CLOSED REGION,1/2/2015,1/2/2015,10/17/2011,HOMETOWN STR ROLLUP,1,AUTH HOMETOWN STORES,Syracuse, NY,42.6079,-76.1704,9843,CLOSED,5/15/2014 08:56:37,PNADIGE,3/5/2016 15:58:23,MAPMPS_PROD_BCH,,
7383,KMB,40525,40751,BARBERTON,OH,44203,2560,70001,KMART FORMAT,BARBERTON OH,NORTH EAST/R ANDRESE,R ANDRESEN/NO EAST,1/1/1900,1/1/1900,8/11/1980,E  AYALA/NE OH/NW PA,2,KMART BIG K STORES,Cleveland et al, OH,41.0165,-81.6034,?,OPEN,5/15/2014 08:56:37,PNADIGE,2/27/2016 22:31:05,MAPMPS_PROD_BCH,,
4419,OUT,79034,78940,WILKES BARRE,PA,18702,6970,70002,SEARS FORMAT,WILKES BARRE-OUTLET,RETAIL OUT/FIELD ROL,EAST REGION-OUTLET,1/1/1900,1/1/1900,8/6/2015,NEWARK-OUTLET,1,OUTLET STORES,Wilkes Barre et al, PA,41.2501,-75.8507,4419,OPEN,5/12/2015 17:22:07,MOKSHA_PROD_BCH,2/13/2016 09:20:38,MAPMPS_PROD_BCH,,
38208,HDQ,74407,73407,HOFFMAN ESTATES,IL,60179,3333,70002,SEARS FORMAT,MEMBER TECHNOLOGY OHC,Overhead  /OHD 6,OVERHEAD RGN,1/1/1900,1/1/1900,7/13/2015,OVERHEAD DIST,700,HDQTRS DEPTS,Chicago, IL,0,0,38208,OPEN,7/18/2015 07:35:03,MOKSHA_PROD_BCH,?,?,,
1934,DLR,79029,78219,BERRYVILLE,AR,72616,3834,70002,SEARS FORMAT,AUTHORIZED HOMETOWN STORE,SOUTH REGI/HOMETOWN,R9029 SOUTH REGION,1/1/1900,1/1/1900,11/30/2007,D219 BRANSON,1,AUTH HOMETOWN STORES,Springfield, MO,36.3672,-93.5708,1934,OPEN,5/15/2014 08:56:37,PNADIGE,10/1/2016 08:39:31,MAPMPS_PROD_BCH,,
6156,SAC,79074,78510,PENSACOLA,FL,32504,6254,70002,SEARS FORMAT,PENSACOLA-SAC,SOUTH CENT/SAC - REG,CENTRAL REG 9074,1/1/1900,1/1/1900,10/3/1974,NEW ORLEANS 510,1,SEARS AUTO CENTERS,Mobile et al, AL-FL,30.4972,-87.2245,6156,OPEN,5/15/2014 08:56:37,PNADIGE,2/13/2016 09:20:38,MAPMPS_PROD_BCH,,
4506,CTG,74279,73279,W DES MOINES,IA,50266,?,70002,SEARS FORMAT,JEWELRY CATALOG,SPECIALTY /JEWELRY,R2CSC SPECIALTY C,1/1/1900,1/1/1900,1/1/2002,D2CJE JEWELRY CAT,1,CATALOG STORES,Des Moines-Ames, IA,0,0,9329,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
20027,APO,79831,74131,STOCKTON,CA,95210,4701,70002,SEARS FORMAT,STOCKTON-BRANCH,CLOSED PRO/CLOSED PR,CLOSED PROD REPAIR,1/1/1900,1/1/1900,9/23/2011,CLOSED PROD REPAIR,450,ACCOUNTING UNITS,Sacramento et al, CA,0,0,?,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
54544,LES,74407,73407,HOFFMAN EST,IL,60179,?,70002,SEARS FORMAT,UK ORGANIZATION EQUIT,Overhead  /OHD 6,OVERHEAD RGN,6/16/2014,6/16/2014,6/23/2003,OVERHEAD DIST,701,LANDS END STORES,Chicago, IL,0,0,601030,CLOSED,5/15/2014 08:56:37,PNADIGE,7/6/2014 16:01:13,MOKSHA_PROD_BCH,,
59621,CPD,73262,8551,TOLLESON,AZ,85353,?,70002,SEARS FORMAT,TOLLESON - CPDC,COMM SALES/CS NATL A,CS NATL ACCTS DIST,1/1/1900,1/1/1900,5/16/1991,ZISH TROCKI,316,COMMERCIAL PRD,Phoenix et al, AZ,0,0,59621,OPEN,5/15/2014 08:56:37,PNADIGE,9/18/2014 04:03:57,MOKSHA_PROD_BCH,,
3676,KMB,40520,40554,ORANGE CITY,FL,32763,8203,70001,KMART FORMAT,ORANGE CITY FL,CLOSED STO/   -     ,YR 2012 STR CLS RM,4/22/2012,4/22/2012,11/17/1988,YR 2012 STR CLS DM,2,KMART BIG K STORES,Orlando et al, FL,28.9108,-81.2961,?,CLOSED,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
9727,SVC,74271,73271,NORCROSS,GA,30093,3326,70002,SEARS FORMAT,NORCROSS - HVAC,SHIP REPAI/SHIP REPA,SHIP REPAIR,1/1/1900,1/1/1900,8/23/2010,SHIP REPAIR,660,SERVICE CENTRALS,Atlanta, GA,0,0,9727,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
6648,SAC,79110,78597,SAN ANGELO,TX,76904,?,70002,SEARS FORMAT,SAN ANGELO-SAC,CLOSED SAC/SAC - REG,CLOSED UNITS-SAC,9/27/2014,9/27/2014,7/25/1979,D597 CLOSED UNITS,1,SEARS AUTO CENTERS,San Angelo, TX,31.4272,-100.4971,6648,CLOSED,5/15/2014 08:56:37,PNADIGE,10/8/2014 04:18:34,MOKSHA_PROD_BCH,,
5323,SVC,79831,74131,SALT LAKE CTY,UT,84115,?,70002,SEARS FORMAT,SALT LAKE CTY-A&E SIGNATU,CLOSED PRO/CLOSED PR,CLOSED PROD REPAIR,2/2/2013,2/2/2013,11/15/2004,CLOSED PROD REPAIR,660,SERVICE CENTRALS,Salt Lake City, UT,0,0,5323,CLOSED,5/15/2014 08:56:37,PNADIGE,6/14/2014 16:02:56,MOKSHA_PROD_BCH,,
9565,SVC,79402,73195,JEFFERSONTOWN,KY,40299,?,70002,SEARS FORMAT,JEFFERSONTOWN A&E BRANCH,SOUTH DIVI/PR REPAIR,T79402 HEARTLAND TER,1/1/1900,1/1/1900,3/15/2002,D4766 LOUISVILLE,660,SERVICE CENTRALS,Louisville, KY,0,0,9565,OPEN,5/15/2014 08:56:37,PNADIGE,5/15/2014 08:57:10,PNADIGE,,
2753,DLR,79594,78364,HUNTINGDON,PA,16652,1273,70002,SEARS FORMAT,AUTHORIZED HOMETOWN STORE,NORTHEAST /HOMETOWN,R9042 NORTH REG,1/1/1900,1/1/1900,3/19/2009,D364 PITTSBURGH, PA,1,AUTH HOMETOWN STORES,Johnstown et al, PA,40.495,-78.0164,2753,OPEN,5/15/2014 08:56:37,PNADIGE,10/5/2016 13:04:47,MAPMPS_PROD_BCH,
7994,DST,9033,8560,SAYREVILLE,NJ,8872,2300,70003,DISTR FORMAT,DITAN VIDEO GAME WAREHOUSE,DC STORE ROLLUP-TOP LEVEL,,7/15/2016,7/15/2016,8/20/2008,,2,DISTRIBUTION CENTERS,New York, NY,0,0,?,CLOSED,5/15/2014 08:56:37,PNADIGE,7/31/2016 11:14:48,MAPMPS_PROD_BCH,,
4772,KMB,40760,40745,BURNHAM,PA,17009,1833,70001,KMART FORMAT,BURNHAM PA,CLOSED STO/   -     ,2016 CLOSED RM,1/1/1900,12/11/2016,11/18/1991,2016 WAVE3 CLS DM,2,KMART BIG K STORES,Harrisburg et al, PA,40.6299,-77.5767,?,CLOSING,5/15/2014 08:56:37,PNADIGE,10/12/2016 09:25:57,MAPMPS_PROD_BCH,,
2124,FLS,79231,78151,DU BOIS,PA,15801,3304,70002,SEARS FORMAT,DUBOIS - B,NORTHEAST /FLS - REG,NORTHEAST,1/1/1900,1/1/1900,4/5/1989,BUFFALO 151,1,FULL LINE STORES,Johnstown et al, PA,41.1203,-78.7277,2124,OPEN,5/15/2014 08:56:37,PNADIGE,2/15/2015 09:33:44,MOKSHA_PROD_BCH,,
